decile_score,priors_count,is_recid,time_in_jail,juv_crime_count,sex_Female,sex_Male,age_cat_25 - 45,age_cat_Greater than 45,age_cat_Less than 25,race_African-American,race_Asian,race_Caucasian,race_Hispanic,race_Native American,race_Other,c_charge_degree_F,c_charge_degree_M,c_charge_degree_O,crime_category_Driving and Vehicle-Related Offenses,crime_category_Drug Offenses,crime_category_Miscellaneous Offenses,crime_category_Theft and Fraud,crime_category_Violent and Serious Crimes
9,0.0,1,0.0,0.0,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
10,0.046511627906976744,1,0.019981412639405203,0.0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
4,0.16279069767441862,0,0.00046468401486988845,0.047619047619047616,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
1,0.0,0,0.0009293680297397769,0.0,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
1,0.06976744186046512,1,0.00046468401486988845,0.0,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
8,0.4418604651162791,0,0.06691449814126393,0.09523809523809523,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
9,0.046511627906976744,1,0.00046468401486988845,0.047619047619047616,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
6,0.023255813953488372,0,0.006505576208178439,0.0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
9,0.32558139534883723,1,0.06598513011152415,0.0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
2,0.0,0,0.0,0.0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
5,0.0,0,0.00046468401486988845,0.0,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False
8,0.09302325581395349,1,0.0120817843866171,0.047619047619047616,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False
5,0.046511627906976744,1,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
6,0.09302325581395349,1,0.002323420074349442,0.0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
7,0.046511627906976744,1,0.00604089219330855,0.047619047619047616,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
6,0.023255813953488372,1,0.0055762081784386614,0.0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
5,0.023255813953488372,1,0.00046468401486988845,0.047619047619047616,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False
4,0.13953488372093023,0,0.015799256505576207,0.0,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False
4,0.5348837209302325,1,0.0009293680297397769,0.0,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
1,0.0,0,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
1,0.023255813953488372,0,0.03671003717472119,0.0,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
7,0.16279069767441862,1,0.0,0.0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
3,0.11627906976744186,0,0.0,0.0,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
3,0.09302325581395349,0,0.00604089219330855,0.0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
7,0.06976744186046512,0,0.00046468401486988845,0.0,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False
4,0.06976744186046512,0,0.0,0.0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
1,0.023255813953488372,0,0.009758364312267658,0.0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
9,0.06976744186046512,0,0.03717472118959107,0.047619047619047616,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True
3,0.06976744186046512,0,0.0,0.0,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
4,0.11627906976744186,0,0.00046468401486988845,0.0,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
2,0.09302325581395349,0,0.019052044609665426,0.0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
6,0.06976744186046512,1,0.00604089219330855,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False
3,0.0,1,0.0018587360594795538,0.0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
5,0.06976744186046512,0,0.012546468401486988,0.0,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
1,0.023255813953488372,0,0.011152416356877323,0.0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
1,0.0,0,0.00046468401486988845,0.0,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
10,0.18604651162790697,0,0.03345724907063197,0.14285714285714285,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False
4,0.16279069767441862,0,0.0,0.0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
7,0.16279069767441862,0,0.00046468401486988845,0.0,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
2,0.023255813953488372,0,0.011617100371747211,0.0,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
2,0.06976744186046512,0,0.00046468401486988845,0.0,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
2,0.13953488372093023,0,0.002323420074349442,0.0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
7,0.41860465116279066,0,0.15288104089219332,0.0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
6,0.16279069767441862,1,0.0,0.0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
8,0.023255813953488372,0,0.002323420074349442,0.0,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
9,0.23255813953488372,0,0.0032527881040892194,0.0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
1,0.0,0,0.0,0.0,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
3,0.0,1,0.0,0.0,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
7,0.20930232558139533,0,0.0009293680297397769,0.047619047619047616,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
2,0.023255813953488372,0,0.07527881040892193,0.0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
2,0.023255813953488372,1,0.011617100371747211,0.0,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
3,0.023255813953488372,0,0.011617100371747211,0.0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
1,0.0,0,0.0,0.0,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4,0.13953488372093023,0,0.0009293680297397769,0.0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1,0.0,0,0.00046468401486988845,0.0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
5,0.046511627906976744,0,0.0,0.0,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
9,0.16279069767441862,0,0.013011152416356878,0.0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
9,0.627906976744186,1,0.054832713754646836,0.0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
3,0.06976744186046512,0,0.0055762081784386614,0.0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
9,0.16279069767441862,1,0.0013940520446096654,0.047619047619047616,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
7,0.023255813953488372,1,0.01486988847583643,0.0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
8,0.0,0,0.00046468401486988845,0.0,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False
2,0.18604651162790697,0,0.00046468401486988845,0.0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
2,0.0,1,0.00046468401486988845,0.0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
2,0.06976744186046512,0,0.0009293680297397769,0.0,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
4,0.0,0,0.0,0.0,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
2,0.023255813953488372,0,0.02927509293680297,0.0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
7,0.0,0,0.0,0.0,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False
6,0.18604651162790697,1,0.018587360594795536,0.047619047619047616,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
1,0.09302325581395349,0,0.0032527881040892194,0.0,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
9,0.3488372093023256,1,0.1533457249070632,0.0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
6,0.16279069767441862,1,0.008364312267657992,0.0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1,0.0,0,0.0,0.0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
8,0.16279069767441862,1,0.00046468401486988845,0.0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4,0.0,0,0.00046468401486988845,0.14285714285714285,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
2,0.0,0,0.0,0.0,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
4,0.023255813953488372,0,0.00046468401486988845,0.0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
3,0.0,0,0.00046468401486988845,0.0,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
9,0.023255813953488372,1,0.0018587360594795538,0.047619047619047616,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
1,0.0,0,0.0,0.0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
3,0.023255813953488372,1,0.0,0.0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
6,0.20930232558139533,0,0.02648698884758364,0.0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
6,0.20930232558139533,0,0.011617100371747211,0.0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
2,0.0,0,0.00046468401486988845,0.0,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
2,0.0,0,0.00046468401486988845,0.0,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
1,0.023255813953488372,0,0.0,0.0,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
1,0.0,0,0.011617100371747211,0.0,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
2,0.09302325581395349,0,0.0,0.0,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
7,0.11627906976744186,0,0.039498141263940516,0.0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
1,0.023255813953488372,0,0.009758364312267658,0.0,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
7,0.06976744186046512,0,0.00046468401486988845,0.0,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
3,0.0,0,0.0,0.0,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0.023255813953488372,0,0.0,0.0,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
1,0.023255813953488372,0,0.011617100371747211,0.0,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
3,0.046511627906976744,0,0.0009293680297397769,0.0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1,0.023255813953488372,0,0.0009293680297397769,0.0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
7,0.023255813953488372,0,0.005111524163568773,0.0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
7,0.2558139534883721,1,0.0120817843866171,0.0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4,0.046511627906976744,0,0.0027881040892193307,0.0,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False
2,0.023255813953488372,0,0.008364312267657992,0.0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
8,0.0,1,0.027881040892193308,0.0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
10,0.3023255813953488,0,0.07434944237918215,0.047619047619047616,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
5,0.11627906976744186,1,0.011152416356877323,0.0,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
5,0.0,0,0.00046468401486988845,0.0,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
4,0.06976744186046512,0,0.0,0.047619047619047616,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
3,0.09302325581395349,0,0.011617100371747211,0.0,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
1,0.0,0,0.00046468401486988845,0.0,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
8,0.16279069767441862,1,0.0009293680297397769,0.14285714285714285,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
9,0.11627906976744186,1,0.0009293680297397769,0.047619047619047616,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0.023255813953488372,1,0.0009293680297397769,0.09523809523809523,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False
1,0.06976744186046512,0,0.0,0.0,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
5,0.3023255813953488,0,0.0766728624535316,0.0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
4,0.046511627906976744,1,0.0,0.0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
5,0.046511627906976744,0,0.0013940520446096654,0.0,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
3,0.0,0,0.00046468401486988845,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True
2,0.0,0,0.011617100371747211,0.0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
8,0.0,0,0.0009293680297397769,0.0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
3,0.023255813953488372,0,0.00046468401486988845,0.0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0.023255813953488372,0,0.0009293680297397769,0.0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
1,0.0,0,0.00046468401486988845,0.0,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
1,0.0,0,0.0,0.0,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
5,0.0,0,0.0,0.0,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False
6,0.023255813953488372,0,0.011617100371747211,0.0,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
1,0.0,0,0.011617100371747211,0.0,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
1,0.06976744186046512,1,0.015334572490706319,0.047619047619047616,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
2,0.046511627906976744,0,0.00046468401486988845,0.0,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
1,0.09302325581395349,1,0.0,0.0,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
1,0.0,0,0.011617100371747211,0.0,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
1,0.06976744186046512,1,0.03856877323420074,0.0,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
9,0.09302325581395349,0,0.00046468401486988845,0.0,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
8,0.023255813953488372,0,0.0018587360594795538,0.0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
3,0.11627906976744186,0,0.0,0.0,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
4,0.046511627906976744,0,0.0,0.0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
9,0.2558139534883721,0,0.05250929368029739,0.0,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
1,0.0,1,0.00046468401486988845,0.0,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
9,0.046511627906976744,0,0.0,0.0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
4,0.0,0,0.00046468401486988845,0.0,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False
7,0.023255813953488372,0,0.0032527881040892194,0.0,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True
7,0.06976744186046512,0,0.011617100371747211,0.0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
2,0.0,1,0.0055762081784386614,0.0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
4,0.023255813953488372,0,0.011617100371747211,0.0,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
5,0.023255813953488372,0,0.00046468401486988845,0.0,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
7,0.13953488372093023,0,0.0009293680297397769,0.0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
6,0.11627906976744186,0,0.012546468401486988,0.047619047619047616,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
4,0.046511627906976744,0,0.0018587360594795538,0.0,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
1,0.0,1,0.0,0.0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
5,0.023255813953488372,0,0.15799256505576206,0.0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
2,0.09302325581395349,0,0.0009293680297397769,0.0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
6,0.023255813953488372,0,0.0120817843866171,0.0,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
3,0.0,0,0.0,0.0,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
5,0.11627906976744186,1,0.03020446096654275,0.0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
2,0.11627906976744186,0,0.061338289962825275,0.0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
3,0.0,1,0.00046468401486988845,0.0,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
4,0.023255813953488372,1,0.00046468401486988845,0.0,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False
1,0.023255813953488372,0,0.05250929368029739,0.0,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
10,0.5581395348837209,1,0.0,0.9523809523809523,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
9,0.27906976744186046,0,0.004646840148698884,0.047619047619047616,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
6,0.09302325581395349,1,0.019981412639405203,0.0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
2,0.13953488372093023,1,0.00046468401486988845,0.0,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
3,0.023255813953488372,0,0.00046468401486988845,0.0,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False
9,0.09302325581395349,0,0.00046468401486988845,0.047619047619047616,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
9,0.023255813953488372,0,0.0009293680297397769,0.0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
3,0.0,0,0.00046468401486988845,0.0,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True
4,0.023255813953488372,0,0.0018587360594795538,0.047619047619047616,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False
6,0.06976744186046512,1,0.02927509293680297,0.0,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False
4,0.0,0,0.0,0.0,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
7,0.5348837209302325,1,0.18726765799256503,0.0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
1,0.023255813953488372,0,0.011617100371747211,0.0,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False
2,0.023255813953488372,0,0.0,0.0,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
10,0.3023255813953488,1,0.00046468401486988845,0.047619047619047616,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
4,0.32558139534883723,1,0.0,0.0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
8,0.20930232558139533,1,0.0009293680297397769,0.0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
1,0.0,0,0.0009293680297397769,0.0,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
7,0.18604651162790697,0,0.002323420074349442,0.0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
3,0.18604651162790697,1,0.0,0.0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
7,0.06976744186046512,1,0.040892193308550186,0.0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
2,0.0,0,0.0,0.0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1,0.0,0,0.00046468401486988845,0.0,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
7,0.0,0,0.00046468401486988845,0.0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1,0.023255813953488372,1,0.0,0.0,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
7,0.046511627906976744,1,0.0762081784386617,0.0,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
1,0.0,0,0.0,0.0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
5,0.16279069767441862,0,0.0,0.0,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
7,0.11627906976744186,0,0.0018587360594795538,0.0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0.046511627906976744,0,0.0013940520446096654,0.0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
5,0.0,0,0.004646840148698884,0.0,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
9,0.11627906976744186,1,0.0018587360594795538,0.0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
9,0.0,0,0.0018587360594795538,0.0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
5,0.13953488372093023,0,0.0,0.047619047619047616,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
5,0.0,0,0.01812267657992565,0.0,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True
1,0.046511627906976744,0,0.00046468401486988845,0.0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0.0,0,0.0,0.0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
7,0.13953488372093023,0,0.0,0.09523809523809523,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
5,0.046511627906976744,0,0.0,0.0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
1,0.046511627906976744,0,0.0,0.0,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
7,0.06976744186046512,1,0.0018587360594795538,0.0,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False
4,0.046511627906976744,0,0.011617100371747211,0.0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
2,0.0,0,0.011617100371747211,0.0,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
8,0.18604651162790697,1,0.009293680297397768,0.0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0.046511627906976744,1,0.0,0.0,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
2,0.046511627906976744,0,0.010223048327137546,0.0,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
5,0.0,0,0.0009293680297397769,0.0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
4,0.0,0,0.0009293680297397769,0.0,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True
1,0.06976744186046512,0,0.0,0.0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
8,0.046511627906976744,1,0.0009293680297397769,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False
7,0.32558139534883723,1,0.05669144981412639,0.0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
5,0.20930232558139533,0,0.00046468401486988845,0.09523809523809523,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
7,0.20930232558139533,1,0.0018587360594795538,0.0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
6,0.20930232558139533,0,0.01486988847583643,0.0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
3,0.023255813953488372,0,0.0,0.0,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
5,0.09302325581395349,0,0.01765799256505576,0.0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
1,0.06976744186046512,0,0.011617100371747211,0.0,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
1,0.0,0,0.0,0.0,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
4,0.023255813953488372,0,0.0018587360594795538,0.0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
9,0.4418604651162791,1,0.007899628252788104,0.09523809523809523,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
6,0.023255813953488372,0,0.0018587360594795538,0.0,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
1,0.046511627906976744,0,0.0032527881040892194,0.0,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
2,0.0,0,0.0,0.0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
4,0.023255813953488372,1,0.006970260223048327,0.0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
5,0.0,1,0.0009293680297397769,0.0,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
